Sample_label	PANGAEA	[TARA_station#]	Latitude	Longitude	Sampling_depth	EnvironmentalFeature	Size_Fraction_lower	Size_fraction_upper 	Marine_pelagic_biomes_Longhurst_2007	Ocean_sea_regions	Marine_pelagic_biomes
TARA_078_SRF_0.22-0.45	TARA_Y100000992	TARA_078	-30.1367	-43.2899	5	(SRF)	0.22	0.45	Trades	(SAO)	(SATL)
TARA_078_SRF_0.45-0.8	TARA_Y100000991	TARA_078	-30.1367	-43.2899	5	(SRF)	0.45	0.8	Trades	(SAO)	(SATL)
TARA_078_SRF_<-0.22	TARA_R100001224	TARA_078	-30.1367	-43.2899	5	(SRF)	<	0.22	Trades	(SAO)	(SATL)
TARA_082_DCM_0.22-3	TARA_B100000767	TARA_082	-47.2007	-57.9446	40	(DCM)	0.22	3	Coastal	(SAO)	(FKLD)
TARA_082_DCM_<-0.22	TARA_R100000544	TARA_082	-47.2007	-57.9446	40	(DCM)	<	0.22	Coastal	(SAO)	(FKLD)
TARA_082_SRF_0.22-3	TARA_B100000768	TARA_082	-47.1863	-58.2902	5	(SRF)	0.22	3	Coastal	(SAO)	(FKLD)
TARA_084_SRF_0.22-3	TARA_B100000780	TARA_084	-60.2287	-60.6476	5	(SRF)	0.22	3	Polar	(SO)	(ANTA)
TARA_085_DCM_0.22-3	TARA_B100000795	TARA_085	-62.2231	-49.2139	90	(DCM)	0.22	3	Polar	(SO)	(ANTA)
TARA_085_DCM_<-0.22	TARA_R100001377	TARA_085	-62.2231	-49.2139	90	(DCM)	<	0.22	Polar	(SO)	(ANTA)
TARA_085_MES_0.22-3	TARA_B100000809	TARA_085	-61.9689	-49.5017	790	(MES)	0.22	3	Polar	(SO)	(ANTA)
TARA_085_SRF_0.22-3	TARA_B100000787	TARA_085	-62.0385	-49.529	5	(SRF)	0.22	3	Polar	(SO)	(ANTA)
TARA_093_DCM_0.22-3	TARA_B100001059	TARA_093	-33.9116	-73.0537	35	(DCM)	0.22	3	Coastal	(SPO)	(CHIL)
TARA_093_SRF_0.22-3	TARA_B100001063	TARA_093	-34.0614	-73.1066	5	(SRF)	0.22	3	Coastal	(SPO)	(CHIL)
TARA_094_SRF_0.22-3	TARA_B100001057	TARA_094	-32.7971	-87.0693	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_096_SRF_0.22-3	TARA_B100000989	TARA_096	-29.7238	-101.1604	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_098_DCM_0.22-3	TARA_B100001029	TARA_098	-25.826	-111.7294	188	(DCM)	0.22	3	Trades	(SPO)	(SPSG)
TARA_098_MES_0.22-3	TARA_B100001013	TARA_098	-25.8076	-111.6906	488	(MES)	0.22	3	Trades	(SPO)	(SPSG)
TARA_098_SRF_0.22-3	TARA_B100001027	TARA_098	-25.8051	-111.7202	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_099_SRF_0.22-3	TARA_B100000886	TARA_099	-21.146	-104.787	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_100_DCM_0.22-3	TARA_B100000965	TARA_100	-12.9723	-96.0122	50	(DCM)	0.22	3	Trades	(SPO)	(SPSG)
TARA_100_MES_0.22-3	TARA_B100000959	TARA_100	-12.9794	-96.0232	177	(DCM)	0.22	3	Trades	(SPO)	(SPSG)
TARA_100_SRF_0.22-3	TARA_B100000963	TARA_100	-13.0023	-95.9759	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_102_DCM_0.22-3	TARA_B100000902	TARA_102	-5.2669	-85.2732	40	(DCM)	0.22	3	Trades	(SPO)	(PEOD)
TARA_102_MES_0.22-3	TARA_B100000953	TARA_102	-5.261	-85.1678	480	(MES)	0.22	3	Trades	(SPO)	(PEOD)
TARA_102_SRF_0.22-3	TARA_B100000900	TARA_102	-5.2529	-85.1545	5	(SRF)	0.22	3	Trades	(SPO)	(PEOD)
TARA_109_DCM_0.22-3	TARA_B100000927	TARA_109	2.0299	-84.5546	30	(DCM)	0.22	3	Coastal	(NPO)	(CHIL)
TARA_109_DCM_<-0.22	TARA_R100001510	TARA_109	2.0299	-84.5546	30	(DCM)	<	0.22	Coastal	(NPO)	(CHIL)
TARA_109_MES_0.22-3	TARA_B100000929	TARA_109	2.0649	-84.5546	380	(MES)	0.22	3	Coastal	(NPO)	(CHIL)
TARA_109_SRF_0.22-3	TARA_B100000925	TARA_109	1.9928	-84.5766	5	(SRF)	0.22	3	Coastal	(NPO)	(CHIL)
TARA_109_SRF_<-0.22	TARA_R100001509	TARA_109	1.9928	-84.5766	5	(SRF)	<	0.22	Coastal	(NPO)	(CHIL)
TARA_110_DCM_0.22-3	TARA_B100001113	TARA_110	-1.9002	-84.6265	50	(DCM)	0.22	3	Trades	(SPO)	(SPSG)
TARA_110_MES_0.22-3	TARA_B100001079	TARA_110	-1.8902	-84.6141	380	(MES)	0.22	3	Trades	(SPO)	(SPSG)
TARA_110_SRF_0.22-3	TARA_B100001109	TARA_110	-2.0133	-84.589	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_111_DCM_0.22-3	TARA_B100000579	TARA_111	-16.9587	-100.6751	90	(DCM)	0.22	3	Trades	(SPO)	(SPSG)
TARA_111_MES_0.22-3	TARA_B100000586	TARA_111	-16.9486	-100.6715	350	(MES)	0.22	3	Trades	(SPO)	(SPSG)
TARA_111_SRF_0.22-3	TARA_B100000575	TARA_111	-16.9601	-100.6335	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_112_DCM_0.22-3	TARA_B100000945	TARA_112	-23.2189	-129.4997	155	(DCM)	0.22	3	Trades	(SPO)	(SPSG)
TARA_112_MES_0.22-3	TARA_B100000949	TARA_112	-23.2232	-129.5986	696	(MES)	0.22	3	Trades	(SPO)	(SPSG)
TARA_112_SRF_0.22-3	TARA_B100000941	TARA_112	-23.2811	-129.3947	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_122_DCM_0.1-0.22	TARA_Y100001973	TARA_122	-9.0063	-139.1394	115	(DCM)	0.1	0.22	Trades	(SPO)	(SPSG)
TARA_122_DCM_0.22-3	TARA_B100000700	TARA_122	-9.0063	-139.1394	115	(DCM)	0.22	3	Trades	(SPO)	(SPSG)
TARA_122_DCM_0.22-0.45	TARA_Y100001970	TARA_122	-9.0063	-139.1394	115	(DCM)	0.22	0.45	Trades	(SPO)	(SPSG)
TARA_122_DCM_0.45-0.8	TARA_Y100001968	TARA_122	-9.0063	-139.1394	115	(DCM)	0.45	0.8	Trades	(SPO)	(SPSG)
TARA_122_MES_0.1-0.22	TARA_Y100001951	TARA_122	-8.9729	-139.2393	600	(MES)	0.1	0.22	Trades	(SPO)	(SPSG)
TARA_122_MES_0.22-3	TARA_B100000678	TARA_122	-8.9729	-139.2393	600	(MES)	0.22	3	Trades	(SPO)	(SPSG)
TARA_122_MES_0.22-0.45	TARA_Y100001949	TARA_122	-8.9729	-139.2393	600	(MES)	0.22	0.45	Trades	(SPO)	(SPSG)
TARA_122_MES_0.45-0.8	TARA_Y100001947	TARA_122	-8.9729	-139.2393	600	(MES)	0.45	0.8	Trades	(SPO)	(SPSG)
TARA_122_SRF_0.1-0.22	TARA_Y100001972	TARA_122	-8.9971	-139.1963	5	(SRF)	0.1	0.22	Trades	(SPO)	(SPSG)
TARA_122_SRF_0.22-3	TARA_B100001115	TARA_122	-8.9971	-139.1963	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_122_SRF_0.22-0.45	TARA_Y100001980	TARA_122	-8.9971	-139.1963	5	(SRF)	0.22	0.45	Trades	(SPO)	(SPSG)
TARA_122_SRF_0.45-0.8	TARA_Y100001978	TARA_122	-8.9971	-139.1963	5	(SRF)	0.45	0.8	Trades	(SPO)	(SPSG)
TARA_123_MIX_0.1-0.22	TARA_Y100001963	TARA_123	-8.9109	-140.2845	150	(MIX)	0.1	0.22	Trades	(SPO)	(SPSG)
TARA_123_MIX_0.22-3	TARA_B100000686	TARA_123	-8.9109	-140.2845	150	(MIX)	0.22	3	Trades	(SPO)	(SPSG)
TARA_123_MIX_0.22-0.45	TARA_Y100001960	TARA_123	-8.9109	-140.2845	150	(MIX)	0.22	0.45	Trades	(SPO)	(SPSG)
TARA_123_MIX_0.45-0.8	TARA_Y100001956	TARA_123	-8.9109	-140.2845	150	(MIX)	0.45	0.8	Trades	(SPO)	(SPSG)
TARA_123_SRF_0.22-3	TARA_B100000683	TARA_123	-8.9068	-140.283	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_123_SRF_0.22-0.45	TARA_Y100001958	TARA_123	-8.9068	-140.283	5	(SRF)	0.22	0.45	Trades	(SPO)	(SPSG)
TARA_123_SRF_0.45-0.8	TARA_Y100001954	TARA_123	-8.9068	-140.283	5	(SRF)	0.45	0.8	Trades	(SPO)	(SPSG)
TARA_124_MIX_0.1-0.22	TARA_Y100001938	TARA_124	-9.0714	-140.5973	120	(MIX)	0.1	0.22	Trades	(SPO)	(SPSG)
TARA_124_MIX_0.22-3	TARA_B100000676	TARA_124	-9.0714	-140.5973	120	(MIX)	0.22	3	Trades	(SPO)	(SPSG)
TARA_124_MIX_0.22-0.45	TARA_Y100001936	TARA_124	-9.0714	-140.5973	120	(MIX)	0.22	0.45	Trades	(SPO)	(SPSG)
TARA_124_MIX_0.45-0.8	TARA_Y100001934	TARA_124	-9.0714	-140.5973	120	(MIX)	0.45	0.8	Trades	(SPO)	(SPSG)
TARA_124_SRF_0.1-0.22	TARA_Y100001937	TARA_124	-9.1504	-140.5216	5	(SRF)	0.1	0.22	Trades	(SPO)	(SPSG)
TARA_124_SRF_0.22-3	TARA_B100000674	TARA_124	-9.1504	-140.5216	5	(SRF)	0.22	3	Trades	(SPO)	(SPSG)
TARA_124_SRF_0.22-0.45	TARA_Y100001935	TARA_124	-9.1504	-140.5216	5	(SRF)	0.22	0.45	Trades	(SPO)	(SPSG)
TARA_124_SRF_0.45-0.8	TARA_Y100001933	TARA_124	-9.1504	-140.5216	5	(SRF)	0.45	0.8	Trades	(SPO)	(SPSG)
TARA_125_MIX_0.1-0.22	TARA_Y100000593	TARA_125	-8.8999	-142.5461	140	(MIX)	0.1	0.22	Trades	(SPO)	(SPSG)
TARA_125_MIX_0.22-3	TARA_B100001123	TARA_125	-8.8999	-142.5461	140	(MIX)	0.22	3	Trades	(SPO)	(SPSG)
